bsync,ASHRAE 211 Export,1005.732536315918,22,46
bsync,ASHRAE 211 Export,2090.3666019439697,22,46
bsync,ASHRAE 211 Export,3153.8448333740234,22,46
bsync,ASHRAE 211 Export,4205.798864364624,22,46
bsync,ASHRAE 211 Export,5279.865980148315,22,46
bsync,ASHRAE 211 Export,6334.5184326171875,22,46
bsync,Golden Test File,1002.9685497283936,9,22
bsync,Golden Test File,2025.766372680664,9,22
bsync,Golden Test File,3065.305709838867,9,22
bsync,Golden Test File,4121.474504470825,9,22
bsync,Golden Test File,5149.370193481445,9,22
bsync,Golden Test File,6178.334474563599,9,22
bsync,NIST Gaithersburg Campus,1003.8111209869385,2,4
bsync,NIST Gaithersburg Campus,2012.2625827789307,2,4
bsync,NIST Gaithersburg Campus,3022.453546524048,2,4
bsync,NIST Gaithersburg Campus,4032.2327613830566,2,4
bsync,NIST Gaithersburg Campus,5042.127847671509,2,4
bsync,NIST Gaithersburg Campus,6053.605556488037,2,4
bsync,Richmond Federal Building,1003.7577152252197,2,4
bsync,Richmond Federal Building,2012.5133991241455,2,4
bsync,Richmond Federal Building,3022.256374359131,2,4
bsync,Richmond Federal Building,4053.6460876464844,2,4
bsync,Richmond Federal Building,5063.138961791992,2,4
bsync,Richmond Federal Building,6072.993516921997,2,4
bsync,bsync-carytown,1003.5145282745361,4,10
bsync,bsync-carytown,2018.1779861450195,4,10
bsync,bsync-carytown,3038.9678478240967,4,10
bsync,bsync-carytown,4051.837682723999,4,10
bsync,bsync-carytown,5066.557168960571,4,10
bsync,bsync-carytown,6079.89239692688,4,10
bsync,BuildingSync Website Valid Schema,1003.4482479095459,2,4
bsync,BuildingSync Website Valid Schema,2011.9967460632324,2,4
bsync,BuildingSync Website Valid Schema,3021.8257904052734,2,4
bsync,BuildingSync Website Valid Schema,4031.9149494171143,2,4
bsync,BuildingSync Website Valid Schema,5040.5824184417725,2,4
bsync,BuildingSync Website Valid Schema,6049.125671386719,2,4
bsync,Norfolk Federal Building,1003.6635398864746,8,16
bsync,Norfolk Federal Building,2029.627799987793,8,16
bsync,Norfolk Federal Building,3054.8975467681885,8,16
bsync,Norfolk Federal Building,4081.8662643432617,8,16
bsync,Norfolk Federal Building,5118.89123916626,8,16
bsync,Norfolk Federal Building,6143.952369689941,8,16
bsync,CMS Woodlawn Campus,1003.7612915039062,2,4
bsync,CMS Woodlawn Campus,2011.030673980713,2,4
bsync,CMS Woodlawn Campus,3019.8934078216553,2,4
bsync,CMS Woodlawn Campus,4030.322790145874,2,4
bsync,CMS Woodlawn Campus,5037.5330448150635,2,4
bsync,CMS Woodlawn Campus,6046.9605922698975,2,4
bsync,DC GSA Headquarters,1005.1662921905518,2,6
bsync,DC GSA Headquarters,2014.3439769744873,2,6
bsync,DC GSA Headquarters,3023.4270095825195,2,6
bsync,DC GSA Headquarters,4034.2230796813965,2,6
bsync,DC GSA Headquarters,5042.968273162842,2,6
bsync,DC GSA Headquarters,6051.496505737305,2,6
bsync,AT_example_NYC_audit_report_property,1003.0398368835449,33,79
bsync,AT_example_NYC_audit_report_property,2092.066526412964,33,79
